Artikelnummer,FAQ
QSFP-100G-SM-SR,"Wie weit reicht das QSFP-100G-SM-SR?||Bis zu 2 Kilometer über ein Standard-Singlemode-Faserpaar mit einem optischen Linkbudget von 4,2 dB.##Ist das SM-SR mit dem CWDM4-S interoperabel?||Ja. Das QSFP-100G-SM-SR (CWDM4-Lite) ist mit dem QSFP-100G-CWDM4-S interoperabel; es arbeitet im Temperaturbereich +10 bis +60 °C.##Welche Datenrate und Bauform hat das QSFP-100G-SM-SR?||Das QSFP-100G-SM-SR hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G CWDM4-Lite."
QSFP-100G-LR-S,"Wie weit reicht das QSFP-100G-LR-S?||Bis zu 10 Kilometer über ein Standard-Singlemode-Faserpaar (G.652) bei 1310 nm.##Worin unterscheidet sich das LR-S vom LR4-S?||Das LR-S nutzt eine einzige Wellenlänge mit PAM4/FEC (100GBASE-LR1), das LR4-S vier Wellenlängen ohne FEC (100GBASE-LR4); beide erreichen 10 km.##Welche Datenrate und Bauform hat das QSFP-100G-LR-S?||Das QSFP-100G-LR-S hat den Formfaktor QSFP28 mit 100 Gbit/s nach IEEE 802.3 100GBASE-LR1 (PAM4, FEC)."
QSFP-100G-LR4-S,"Wie weit reicht das QSFP-100G-LR4-S?||Bis zu 10 Kilometer über ein Standard-Singlemode-Faserpaar (G.652) ohne FEC.##Benötigt das LR4-S FEC?||Nein. Das QSFP-100G-LR4-S ist IEEE-100GBASE-LR4-konform und arbeitet ohne Forward Error Correction.##Welche Datenrate und Bauform hat das QSFP-100G-LR4-S?||Das QSFP-100G-LR4-S hat den Formfaktor QSFP28 mit 100 Gbit/s nach IEEE 100GBASE-LR4 (ohne FEC)."
QSFP-100G-LR4-I,"Für welche Umgebungen ist das QSFP-100G-LR4-I geeignet?||Für den industriellen Temperaturbereich von -40 bis 85 °C und damit für raue Einsatzumgebungen.##Wie weit reicht das Modul?||Bis zu 10 Kilometer über ein Standard-Singlemode-Faserpaar (G.652) ohne FEC.##Welche Datenrate und Bauform hat das QSFP-100G-LR4-I?||Das QSFP-100G-LR4-I hat den Formfaktor QSFP28 mit 100 Gbit/s nach IEEE 100GBASE-LR4 (ohne FEC, IND)."
QSFP-100G-ERL-S,"Wie weit reicht das QSFP-100G-ERL-S?||Bis zu 25 Kilometer über ein Standard-Singlemode-Faserpaar (G.652) bei 1310 nm.##Mit welchen Modulen ist das ERL-S interoperabel?||Mit anderen 100G-LR1-20-konformen Transceivern über Distanzen bis 20 Kilometer.##Welche Datenrate und Bauform hat das QSFP-100G-ERL-S?||Das QSFP-100G-ERL-S hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G LR1-20 / ER-Lite (PAM4, FEC)."
QSFP-100G-B20U4-I,"Welches Gegenmodul benötigt das QSFP-100G-B20U4-I?||Ein QSFP-100G-B20D4-I: Beide Module arbeiten als abgestimmtes Paar bidirektional über eine einzelne Singlemode-Faser bis 20 km.##Benötigt das Modul FEC?||Ja. Es erfordert Host-basierte RS-FEC (Reed-Solomon Forward Error Correction) und ist für den industriellen Temperaturbereich ausgelegt.##Welche Datenrate und Bauform hat das QSFP-100G-B20U4-I?||Das QSFP-100G-B20U4-I hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G BiDi 20 km (4 Lanes, NRZ, Host-RS-FEC, IND)."
QSFP-100G-B20D4-I,"Welches Gegenmodul benötigt das QSFP-100G-B20D4-I?||Ein QSFP-100G-B20U4-I: Beide Module arbeiten als abgestimmtes Paar bidirektional über eine einzelne Singlemode-Faser bis 20 km.##Benötigt das Modul FEC?||Ja. Es erfordert Host-basierte RS-FEC (Reed-Solomon Forward Error Correction) und ist für den industriellen Temperaturbereich ausgelegt.##Welche Datenrate und Bauform hat das QSFP-100G-B20D4-I?||Das QSFP-100G-B20D4-I hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G BiDi 20 km (4 Lanes, NRZ, Host-RS-FEC, IND)."
QSFP-100G-ER4L-S,"Wie weit reicht das QSFP-100G-ER4L-S?||Mit Host-FEC bis zu 40 Kilometer, ohne FEC bis 30 Kilometer über ein Standard-Singlemode-Faserpaar.##Ist das ER4L-S abwärtskompatibel?||Ja. Es ist rückwärtskompatibel zu CPAK ER4-Lite (25 km) und IEEE 100GBASE-ER4 (30 km) und interoperiert mit 100GBASE-LR4 bis 10 km.##Welche Datenrate und Bauform hat das QSFP-100G-ER4L-S?||Das QSFP-100G-ER4L-S hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G ER4-Lite (40 km mit Host-FEC / 30 km ohne)."
QSFP-100G-4W40-I,"Worin unterscheidet sich das 4W40-I vom ER4L-S?||Beide erreichen 40 km mit Host-FEC; das QSFP-100G-4W40-I ist zusätzlich für den industriellen Temperaturbereich qualifiziert.##Wie weit reicht das Modul ohne FEC?||Ohne Host-FEC bis zu 30 Kilometer, mit Host-FEC bis zu 40 Kilometer.##Welche Datenrate und Bauform hat das QSFP-100G-4W40-I?||Das QSFP-100G-4W40-I hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G WDM-40 / ER4-Lite (IND, 40 km mit Host-FEC)."
QSFP-100G-ZR4-S,"Wie weit reicht das QSFP-100G-ZR4-S?||Als Engineered Link bis zu 80 Kilometer bei 29 dB Linkverlust über ein Standard-Singlemode-Faserpaar; die Reichweite hängt von Faser- und Steckerverlusten ab.##Benötigt das ZR4-S FEC?||Ja. Das Modul erfordert den Einsatz von Forward Error Correction (FEC) auf der Host-Plattform.##Welche Datenrate und Bauform hat das QSFP-100G-ZR4-S?||Das QSFP-100G-ZR4-S hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G ZR4 (Engineered Link, Host-FEC)."
QSFP-100G-CU1M,"Wie lang ist das QSFP-100G-CU1M?||Das Kabel hat eine feste Länge von 1 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 100GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-100G-CU1M?||Das QSFP-100G-CU1M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBASE-CR4 (Twinax, passiv)."
QSFP-100G-CU1.5M,"Wie lang ist das QSFP-100G-CU1.5M?||Das Kabel hat eine feste Länge von 1,5 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 100GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-100G-CU1.5M?||Das QSFP-100G-CU1.5M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBASE-CR4 (Twinax, passiv)."
QSFP-100G-CU2M,"Wie lang ist das QSFP-100G-CU2M?||Das Kabel hat eine feste Länge von 2 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 100GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-100G-CU2M?||Das QSFP-100G-CU2M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBASE-CR4 (Twinax, passiv)."
QSFP-100G-CU2.5M,"Wie lang ist das QSFP-100G-CU2.5M?||Das Kabel hat eine feste Länge von 2,5 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 100GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-100G-CU2.5M?||Das QSFP-100G-CU2.5M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBASE-CR4 (Twinax, passiv)."
QSFP-100G-CU3M,"Wie lang ist das QSFP-100G-CU3M?||Das Kabel hat eine feste Länge von 3 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 100GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-100G-CU3M?||Das QSFP-100G-CU3M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBASE-CR4 (Twinax, passiv)."
QSFP-100G-CU5M,"Wie lang ist das QSFP-100G-CU5M?||Das Kabel hat eine feste Länge von 5 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive 100GBASE-CR4-Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-100G-CU5M?||Das QSFP-100G-CU5M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100GBASE-CR4 (Twinax, passiv)."
QSFP-4SFP25G-CU1M,"Wofür wird das QSFP-4SFP25G-CU1M verwendet?||Es verbindet einen 100G-QSFP28-Port mit vier 25G-SFP28-Ports und eignet sich für die Anbindung von vier 25G-Servern an einen 100G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-4SFP25G-CU1M?||Das QSFP-4SFP25G-CU1M hat den Formfaktor QSFP28 mit 100 Gbit/s (4× 25 Gbit/s) nach 100GBASE-CR4 zu 4× 25GBASE-CR Breakout (Twinax, passiv)."
Q-4SFP25G-CU1.5M,"Wofür wird das Q-4SFP25G-CU1.5M verwendet?||Es verbindet einen 100G-QSFP28-Port mit vier 25G-SFP28-Ports und eignet sich für die Anbindung von vier 25G-Servern an einen 100G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das Q-4SFP25G-CU1.5M?||Das Q-4SFP25G-CU1.5M hat den Formfaktor QSFP28 mit 100 Gbit/s (4× 25 Gbit/s) nach 100GBASE-CR4 zu 4× 25GBASE-CR Breakout (Twinax, passiv)."
QSFP-4SFP25G-CU2M,"Wofür wird das QSFP-4SFP25G-CU2M verwendet?||Es verbindet einen 100G-QSFP28-Port mit vier 25G-SFP28-Ports und eignet sich für die Anbindung von vier 25G-Servern an einen 100G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-4SFP25G-CU2M?||Das QSFP-4SFP25G-CU2M hat den Formfaktor QSFP28 mit 100 Gbit/s (4× 25 Gbit/s) nach 100GBASE-CR4 zu 4× 25GBASE-CR Breakout (Twinax, passiv)."
Q-4SFP25G-CU2.5M,"Wofür wird das Q-4SFP25G-CU2.5M verwendet?||Es verbindet einen 100G-QSFP28-Port mit vier 25G-SFP28-Ports und eignet sich für die Anbindung von vier 25G-Servern an einen 100G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das Q-4SFP25G-CU2.5M?||Das Q-4SFP25G-CU2.5M hat den Formfaktor QSFP28 mit 100 Gbit/s (4× 25 Gbit/s) nach 100GBASE-CR4 zu 4× 25GBASE-CR Breakout (Twinax, passiv)."
QSFP-4SFP25G-CU3M,"Wofür wird das QSFP-4SFP25G-CU3M verwendet?||Es verbindet einen 100G-QSFP28-Port mit vier 25G-SFP28-Ports und eignet sich für die Anbindung von vier 25G-Servern an einen 100G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-4SFP25G-CU3M?||Das QSFP-4SFP25G-CU3M hat den Formfaktor QSFP28 mit 100 Gbit/s (4× 25 Gbit/s) nach 100GBASE-CR4 zu 4× 25GBASE-CR Breakout (Twinax, passiv)."
QSFP-4SFP25G-CU5M,"Wofür wird das QSFP-4SFP25G-CU5M verwendet?||Es verbindet einen 100G-QSFP28-Port mit vier 25G-SFP28-Ports und eignet sich für die Anbindung von vier 25G-Servern an einen 100G-Switch-Port.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Breakout-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus.##Welche Datenrate und Bauform hat das QSFP-4SFP25G-CU5M?||Das QSFP-4SFP25G-CU5M hat den Formfaktor QSFP28 mit 100 Gbit/s (4× 25 Gbit/s) nach 100GBASE-CR4 zu 4× 25GBASE-CR Breakout (Twinax, passiv)."
QSFP-100G-AOC1M,"Wie lang ist das QSFP-100G-AOC1M?||Das Kabel hat eine feste Länge von 1 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-100G-AOC1M?||Das QSFP-100G-AOC1M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G QSFP28 Active Optical Cable (AOC)."
QSFP-100G-AOC2M,"Wie lang ist das QSFP-100G-AOC2M?||Das Kabel hat eine feste Länge von 2 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-100G-AOC2M?||Das QSFP-100G-AOC2M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G QSFP28 Active Optical Cable (AOC)."
QSFP-100G-AOC3M,"Wie lang ist das QSFP-100G-AOC3M?||Das Kabel hat eine feste Länge von 3 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-100G-AOC3M?||Das QSFP-100G-AOC3M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G QSFP28 Active Optical Cable (AOC)."
QSFP-100G-AOC5M,"Wie lang ist das QSFP-100G-AOC5M?||Das Kabel hat eine feste Länge von 5 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-100G-AOC5M?||Das QSFP-100G-AOC5M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G QSFP28 Active Optical Cable (AOC)."
QSFP-100G-AOC7M,"Wie lang ist das QSFP-100G-AOC7M?||Das Kabel hat eine feste Länge von 7 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-100G-AOC7M?||Das QSFP-100G-AOC7M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G QSFP28 Active Optical Cable (AOC)."
QSFP-100G-AOC10M,"Wie lang ist das QSFP-100G-AOC10M?||Das Kabel hat eine feste Länge von 10 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-100G-AOC10M?||Das QSFP-100G-AOC10M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G QSFP28 Active Optical Cable (AOC)."
QSFP-100G-AOC15M,"Wie lang ist das QSFP-100G-AOC15M?||Das Kabel hat eine feste Länge von 15 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-100G-AOC15M?||Das QSFP-100G-AOC15M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G QSFP28 Active Optical Cable (AOC)."
QSFP-100G-AOC20M,"Wie lang ist das QSFP-100G-AOC20M?||Das Kabel hat eine feste Länge von 20 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-100G-AOC20M?||Das QSFP-100G-AOC20M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G QSFP28 Active Optical Cable (AOC)."
QSFP-100G-AOC25M,"Wie lang ist das QSFP-100G-AOC25M?||Das Kabel hat eine feste Länge von 25 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-100G-AOC25M?||Das QSFP-100G-AOC25M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G QSFP28 Active Optical Cable (AOC)."
QSFP-100G-AOC30M,"Wie lang ist das QSFP-100G-AOC30M?||Das Kabel hat eine feste Länge von 30 m mit zwei werkseitig konfektionierten QSFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC.##Welche Datenrate und Bauform hat das QSFP-100G-AOC30M?||Das QSFP-100G-AOC30M hat den Formfaktor QSFP28 mit 100 Gbit/s nach 100G QSFP28 Active Optical Cable (AOC)."
QSFP-40G-SR4-S,"Wie weit reicht das QSFP-40G-SR4-S?||Bis zu 100 Meter über OM3-Multimode-Faser und bis zu 150 Meter über OM4/OM5 bei 850 nm über einen MPO-12-Anschluss.##Unterstützt das QSFP-40G-SR4-S 4×10G-Breakout?||Nein. Die S-Class-Variante arbeitet nur als natives 40G-Modul. Für 4×10G-Breakout eignen sich QSFP-40G-SR4 oder QSFP-40G-CSR4.##Welche Datenrate und Bauform hat das QSFP-40G-SR4-S?||Das QSFP-40G-SR4-S hat den Formfaktor QSFP+ mit 40 Gbit/s nach IEEE 40GBASE-SR4."
